year,sex,age,suicides_no
1992,1,15,0.0
1992,0,15,0.0
1993,1,15,0.0
1993,0,15,0.0
1994,1,15,0.0
1994,0,15,0.0
1995,1,15,0.0
1995,0,15,0.0
1996,1,15,0.0
1996,0,15,0.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,0.0
1999,0,15,0.0
2000,1,15,0.0
2000,0,15,0.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,0.0
2003,1,15,0.0
2003,0,15,0.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,0.0
2005,0,15,0.0
2006,1,15,0.0
2006,0,15,0.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
2011,1,15,0.0
2011,0,15,0.0
2012,1,15,0.0
2012,0,15,0.0
2013,1,15,0.0
2013,0,15,0.0
2014,1,15,0.0
2014,0,15,0.0
2015,1,15,0.0
2015,0,15,0.0
2016,1,15,0.0
2016,0,15,0.0
2000,1,15,0.0
2000,0,15,5.0
2001,1,15,0.0
2001,0,15,1.0
2002,1,15,3.0
2002,0,15,2.0
2003,1,15,13.0
2003,0,15,10.0
2004,1,15,1.0
2004,0,15,7.0
2007,1,15,1.0
2007,0,15,0.0
2008,1,15,3.0
2008,0,15,3.0
2009,1,15,5.0
2009,0,15,3.0
2010,1,15,5.0
2010,0,15,5.0
2011,1,15,5.0
2011,0,15,6.0
2012,1,15,17.0
2012,0,15,18.0
2013,1,15,19.0
2013,0,15,24.0
2014,1,15,13.0
2014,0,15,17.0
1979,1,15,32.0
1979,0,15,76.0
1980,1,15,44.0
1980,0,15,104.0
1981,1,15,46.0
1981,0,15,67.0
1982,1,15,53.0
1982,0,15,87.0
1983,1,15,40.0
1983,0,15,96.0
1984,1,15,45.0
1984,0,15,89.0
1985,1,15,38.0
1985,0,15,136.0
1986,1,15,44.0
1986,0,15,104.0
1987,1,15,44.0
1987,0,15,117.0
1988,1,15,29.0
1988,0,15,102.0
1989,1,15,52.0
1989,0,15,109.0
1990,1,15,41.0
1990,0,15,98.0
1991,1,15,40.0
1991,0,15,114.0
1992,1,15,41.0
1992,0,15,103.0
1993,1,15,37.0
1993,0,15,115.0
1994,1,15,42.0
1994,0,15,98.0
1995,1,15,44.0
1995,0,15,95.0
1996,1,15,38.0
1996,0,15,85.0
1997,1,15,42.0
1997,0,15,111.0
1998,1,15,21.0
1998,0,15,89.0
1999,1,15,41.0
1999,0,15,82.0
2000,1,15,18.0
2000,0,15,90.0
2001,1,15,32.0
2001,0,15,71.0
2002,1,15,26.0
2002,0,15,80.0
2003,1,15,29.0
2003,0,15,68.0
2004,1,15,25.0
2004,0,15,72.0
2005,1,15,33.0
2005,0,15,78.0
2006,1,15,34.0
2006,0,15,91.0
2007,1,15,22.0
2007,0,15,72.0
2008,1,15,31.0
2008,0,15,67.0
2009,1,15,24.0
2009,0,15,77.0
2010,1,15,26.0
2010,0,15,97.0
2011,1,15,38.0
2011,0,15,85.0
2012,1,15,33.0
2012,0,15,97.0
2013,1,15,46.0
2013,0,15,93.0
2014,1,15,48.0
2014,0,15,81.0
2015,1,15,34.0
2015,0,15,89.0
2016,1,15,35.0
2016,0,15,77.0
1981,1,15,1.0
1981,0,15,0.0
1988,1,15,0.0
1988,0,15,0.0
1989,1,15,0.0
1989,0,15,1.0
1990,1,15,1.0
1990,0,15,1.0
1991,1,15,0.0
1991,0,15,0.0
1992,1,15,0.0
1992,0,15,1.0
1993,1,15,1.0
1993,0,15,0.0
1994,1,15,0.0
1994,0,15,0.0
1995,1,15,0.0
1995,0,15,1.0
1996,1,15,0.0
1996,0,15,1.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,0.0
1999,0,15,1.0
2000,1,15,0.0
2000,0,15,1.0
1979,1,15,11.0
1979,0,15,36.0
1980,1,15,23.0
1980,0,15,58.0
1981,1,15,10.0
1981,0,15,50.0
1982,1,15,11.0
1982,0,15,52.0
1983,1,15,12.0
1983,0,15,58.0
1984,1,15,15.0
1984,0,15,57.0
1985,1,15,15.0
1985,0,15,60.0
1986,1,15,23.0
1986,0,15,68.0
1987,1,15,20.0
1987,0,15,93.0
1988,1,15,25.0
1988,0,15,106.0
1989,1,15,20.0
1989,0,15,111.0
1990,1,15,19.0
1990,0,15,111.0
1991,1,15,16.0
1991,0,15,109.0
1992,1,15,17.0
1992,0,15,112.0
1993,1,15,16.0
1993,0,15,110.0
1994,1,15,26.0
1994,0,15,111.0
1995,1,15,34.0
1995,0,15,123.0
1996,1,15,38.0
1996,0,15,105.0
1997,1,15,29.0
1997,0,15,113.0
1998,1,15,35.0
1998,0,15,104.0
1999,1,15,37.0
1999,0,15,83.0
2000,1,15,15.0
2000,0,15,81.0
2001,1,15,23.0
2001,0,15,87.0
2002,1,15,30.0
2002,0,15,66.0
2003,1,15,31.0
2003,0,15,66.0
2004,1,15,30.0
2004,0,15,83.0
2005,1,15,24.0
2005,0,15,84.0
2006,1,15,24.0
2006,0,15,95.0
2007,1,15,23.0
2007,0,15,70.0
2008,1,15,38.0
2008,0,15,83.0
2009,1,15,21.0
2009,0,15,94.0
2010,1,15,35.0
2010,0,15,77.0
2011,1,15,33.0
2011,0,15,96.0
2012,1,15,41.0
2012,0,15,107.0
2013,1,15,37.0
2013,0,15,75.0
1988,1,15,19.0
1988,0,15,19.0
1989,1,15,19.0
1989,0,15,27.0
1990,1,15,16.0
1990,0,15,16.0
1991,1,15,17.0
1991,0,15,30.0
1992,1,15,15.0
1992,0,15,19.0
1993,1,15,19.0
1993,0,15,29.0
1994,1,15,24.0
1994,0,15,41.0
1996,1,15,50.0
1996,0,15,59.0
1997,1,15,56.0
1997,0,15,64.0
1998,1,15,60.0
1998,0,15,86.0
1999,1,15,50.0
1999,0,15,87.0
2000,1,15,66.0
2000,0,15,109.0
2001,1,15,78.0
2001,0,15,93.0
2002,1,15,57.0
2002,0,15,102.0
2003,1,15,58.0
2003,0,15,109.0
2004,1,15,57.0
2004,0,15,113.0
2005,1,15,52.0
2005,0,15,123.0
2006,1,15,41.0
2006,0,15,88.0
2007,1,15,43.0
2007,0,15,96.0
2008,1,15,64.0
2008,0,15,108.0
2009,1,15,46.0
2009,0,15,87.0
2010,1,15,33.0
2010,0,15,83.0
2011,1,15,54.0
2011,0,15,88.0
2012,1,15,42.0
2012,0,15,73.0
2013,1,15,38.0
2013,0,15,85.0
2014,1,15,31.0
2014,0,15,65.0
2015,1,15,41.0
2015,0,15,68.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,12.0
1986,0,15,69.0
1987,1,15,12.0
1987,0,15,80.0
1988,1,15,21.0
1988,0,15,91.0
1989,1,15,20.0
1989,0,15,88.0
1990,1,15,20.0
1990,0,15,74.0
1991,1,15,14.0
1991,0,15,90.0
1992,1,15,16.0
1992,0,15,91.0
1993,1,15,18.0
1993,0,15,69.0
1994,1,15,13.0
1994,0,15,64.0
1995,1,15,16.0
1995,0,15,68.0
1996,1,15,16.0
1996,0,15,62.0
1997,1,15,13.0
1997,0,15,58.0
1998,1,15,21.0
1998,0,15,67.0
1999,1,15,24.0
1999,0,15,79.0
2000,1,15,14.0
2000,0,15,70.0
2001,1,15,20.0
2001,0,15,61.0
2002,1,15,15.0
2002,0,15,49.0
2003,1,15,17.0
2003,0,15,58.0
2004,1,15,20.0
2004,0,15,58.0
2005,1,15,20.0
2005,0,15,50.0
2006,1,15,18.0
2006,0,15,68.0
2007,1,15,14.0
2007,0,15,45.0
2008,1,15,21.0
2008,0,15,48.0
2009,1,15,18.0
2009,0,15,51.0
2010,1,15,13.0
2010,0,15,59.0
2011,1,15,20.0
2011,0,15,58.0
2012,1,15,21.0
2012,0,15,45.0
2013,1,15,20.0
2013,0,15,44.0
2014,1,15,17.0
2014,0,15,38.0
2015,1,15,17.0
2015,0,15,43.0
2008,1,15,0.0
2008,0,15,2.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
2011,1,15,1.0
2011,0,15,1.0
2012,1,15,0.0
2012,0,15,0.0
2013,1,15,0.0
2013,0,15,1.0
2014,1,15,1.0
2014,0,15,5.0
2015,1,15,2.0
2015,0,15,4.0
2016,1,15,0.0
2016,0,15,4.0
2009,1,15,0.0
2009,0,15,3.0
2010,1,15,0.0
2010,0,15,4.0
2014,1,15,0.0
2014,0,15,0.0
1979,1,15,2.0
1979,0,15,5.0
1980,1,15,5.0
1980,0,15,5.0
1981,1,15,2.0
1981,0,15,6.0
1982,1,15,3.0
1982,0,15,6.0
1983,1,15,3.0
1983,0,15,11.0
1984,1,15,2.0
1984,0,15,6.0
1985,1,15,4.0
1985,0,15,10.0
1986,1,15,8.0
1986,0,15,17.0
1987,1,15,8.0
1987,0,15,16.0
1988,1,15,9.0
1988,0,15,19.0
1989,1,15,4.0
1989,0,15,17.0
1996,1,15,5.0
1996,0,15,23.0
1997,1,15,8.0
1997,0,15,24.0
1998,1,15,9.0
1998,0,15,36.0
1999,1,15,6.0
1999,0,15,27.0
2000,1,15,8.0
2000,0,15,25.0
2001,1,15,9.0
2001,0,15,34.0
2002,1,15,6.0
2002,0,15,27.0
2003,1,15,10.0
2003,0,15,48.0
2004,1,15,14.0
2004,0,15,28.0
2005,1,15,11.0
2005,0,15,39.0
2006,1,15,7.0
2006,0,15,35.0
2007,1,15,5.0
2007,0,15,31.0
2008,1,15,12.0
2008,0,15,42.0
2009,1,15,16.0
2009,0,15,29.0
2010,1,15,11.0
2010,0,15,22.0
2011,1,15,9.0
2011,0,15,29.0
2012,1,15,9.0
2012,0,15,29.0
2013,1,15,4.0
2013,0,15,24.0
2014,1,15,5.0
2014,0,15,37.0
2015,1,15,8.0
2015,0,15,16.0
1979,1,15,10.0
1979,0,15,3.0
1980,1,15,13.0
1980,0,15,2.0
1981,1,15,7.0
1981,0,15,10.0
1982,1,15,6.0
1982,0,15,8.0
1983,1,15,8.0
1983,0,15,13.0
1984,1,15,5.0
1984,0,15,11.0
1985,1,15,9.0
1985,0,15,9.0
1986,1,15,12.0
1986,0,15,10.0
1987,1,15,12.0
1987,0,15,11.0
1988,1,15,142.0
1988,0,15,142.0
1989,1,15,13.0
1989,0,15,12.0
1990,1,15,24.0
1990,0,15,23.0
1991,1,15,13.0
1991,0,15,15.0
1994,1,15,7.0
1994,0,15,22.0
1995,1,15,16.0
1995,0,15,28.0
1996,1,15,12.0
1996,0,15,22.0
1997,1,15,15.0
1997,0,15,29.0
1998,1,15,22.0
1998,0,15,25.0
1999,1,15,31.0
1999,0,15,31.0
2000,1,15,23.0
2000,0,15,28.0
2001,1,15,25.0
2001,0,15,37.0
2002,1,15,32.0
2002,0,15,42.0
2003,1,15,31.0
2003,0,15,39.0
2004,1,15,40.0
2004,0,15,53.0
2005,1,15,44.0
2005,0,15,54.0
2006,1,15,28.0
2006,0,15,62.0
2007,1,15,33.0
2007,0,15,44.0
2008,1,15,27.0
2008,0,15,50.0
2009,1,15,33.0
2009,0,15,73.0
2010,1,15,30.0
2010,0,15,54.0
2011,1,15,32.0
2011,0,15,84.0
2012,1,15,41.0
2012,0,15,62.0
2013,1,15,34.0
2013,0,15,88.0
2014,1,15,40.0
2014,0,15,104.0
1983,1,15,10.0
1983,0,15,26.0
1986,1,15,21.0
1986,0,15,25.0
1987,1,15,22.0
1987,0,15,23.0
1988,1,15,19.0
1988,0,15,23.0
1989,1,15,24.0
1989,0,15,16.0
1990,1,15,16.0
1990,0,15,10.0
1991,1,15,12.0
1991,0,15,21.0
1992,1,15,32.0
1992,0,15,32.0
1994,1,15,61.0
1994,0,15,67.0
1995,1,15,73.0
1995,0,15,81.0
1996,1,15,69.0
1996,0,15,76.0
1997,1,15,63.0
1997,0,15,53.0
1998,1,15,59.0
1998,0,15,67.0
1999,1,15,45.0
1999,0,15,40.0
2000,1,15,48.0
2000,0,15,43.0
2001,1,15,43.0
2001,0,15,41.0
2002,1,15,36.0
2002,0,15,43.0
2003,1,15,27.0
2003,0,15,42.0
2004,1,15,32.0
2004,0,15,43.0
2005,1,15,49.0
2005,0,15,27.0
2006,1,15,42.0
2006,0,15,44.0
2007,1,15,75.0
2007,0,15,75.0
2008,1,15,53.0
2008,0,15,85.0
2009,1,15,18.0
2009,0,15,33.0
2010,1,15,27.0
2010,0,15,42.0
2011,1,15,73.0
2011,0,15,95.0
2012,1,15,66.0
2012,0,15,117.0
2013,1,15,43.0
2013,0,15,75.0
2014,1,15,63.0
2014,0,15,85.0
2015,1,15,40.0
2015,0,15,40.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1992,1,15,57.0
1992,0,15,86.0
1993,1,15,169.0
1993,0,15,175.0
1994,1,15,142.0
1994,0,15,142.0
1995,1,15,142.0
1995,0,15,142.0
1996,1,15,142.0
1996,0,15,142.0
1997,1,15,84.0
1997,0,15,167.0
1998,1,15,87.0
1998,0,15,189.0
1999,1,15,96.0
1999,0,15,257.0
2000,1,15,120.0
2000,0,15,316.0
2001,1,15,104.0
2001,0,15,310.0
2002,1,15,114.0
2002,0,15,346.0
2003,1,15,166.0
2003,0,15,328.0
2006,1,15,146.0
2006,0,15,400.0
2007,1,15,158.0
2007,0,15,430.0
2008,1,15,171.0
2008,0,15,441.0
2009,1,15,232.0
2009,0,15,475.0
2010,1,15,218.0
2010,0,15,503.0
2011,1,15,221.0
2011,0,15,541.0
2013,1,15,142.0
2013,0,15,142.0
2014,1,15,142.0
2014,0,15,142.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,120.0
1983,0,15,535.0
1984,1,15,99.0
1984,0,15,501.0
1985,1,15,81.0
1985,0,15,481.0
1986,1,15,69.0
1986,0,15,464.0
1987,1,15,77.0
1987,0,15,470.0
1988,1,15,60.0
1988,0,15,384.0
1989,1,15,71.0
1989,0,15,386.0
1990,1,15,72.0
1990,0,15,440.0
1991,1,15,64.0
1991,0,15,441.0
1992,1,15,87.0
1992,0,15,465.0
1993,1,15,69.0
1993,0,15,486.0
1994,1,15,77.0
1994,0,15,539.0
1995,1,15,88.0
1995,0,15,510.0
1996,1,15,88.0
1996,0,15,540.0
1997,1,15,142.0
1997,0,15,142.0
1998,1,15,142.0
1998,0,15,142.0
1999,1,15,84.0
1999,0,15,713.0
2000,1,15,96.0
2000,0,15,649.0
2001,1,15,76.0
2001,0,15,644.0
2002,1,15,84.0
2002,0,15,646.0
2003,1,15,76.0
2003,0,15,638.0
2004,1,15,84.0
2004,0,15,666.0
2005,1,15,71.0
2005,0,15,630.0
2006,1,15,78.0
2006,0,15,593.0
2007,1,15,73.0
2007,0,15,580.0
2008,1,15,86.0
2008,0,15,579.0
2009,1,15,75.0
2009,0,15,608.0
2010,1,15,49.0
2010,0,15,547.0
2011,1,15,58.0
2011,0,15,515.0
2012,1,15,59.0
2012,0,15,509.0
2013,1,15,63.0
2013,0,15,497.0
2014,1,15,71.0
2014,0,15,527.0
2015,1,15,61.0
2015,0,15,440.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,35.0
1980,0,15,46.0
1981,1,15,41.0
1981,0,15,53.0
1982,1,15,33.0
1982,0,15,66.0
1983,1,15,43.0
1983,0,15,79.0
1984,1,15,50.0
1984,0,15,98.0
1985,1,15,41.0
1985,0,15,81.0
1986,1,15,31.0
1986,0,15,61.0
1987,1,15,24.0
1987,0,15,80.0
1988,1,15,25.0
1988,0,15,56.0
1989,1,15,18.0
1989,0,15,58.0
1990,1,15,25.0
1990,0,15,62.0
1991,1,15,17.0
1991,0,15,58.0
1992,1,15,17.0
1992,0,15,47.0
1993,1,15,16.0
1993,0,15,36.0
1994,1,15,15.0
1994,0,15,40.0
1995,1,15,24.0
1995,0,15,48.0
1996,1,15,12.0
1996,0,15,34.0
1997,1,15,9.0
1997,0,15,34.0
1998,1,15,6.0
1998,0,15,29.0
1999,1,15,8.0
1999,0,15,21.0
2000,1,15,7.0
2000,0,15,28.0
2001,1,15,8.0
2001,0,15,41.0
2002,1,15,10.0
2002,0,15,50.0
2003,1,15,11.0
2003,0,15,39.0
2004,1,15,142.0
2004,0,15,142.0
2005,1,15,142.0
2005,0,15,142.0
2006,1,15,142.0
2006,0,15,142.0
2007,1,15,11.0
2007,0,15,26.0
2008,1,15,7.0
2008,0,15,27.0
2009,1,15,8.0
2009,0,15,41.0
2010,1,15,12.0
2010,0,15,27.0
2011,1,15,9.0
2011,0,15,15.0
2012,1,15,8.0
2012,0,15,26.0
2013,1,15,5.0
2013,0,15,20.0
2014,1,15,8.0
2014,0,15,28.0
1979,1,15,7.0
1979,0,15,36.0
1980,1,15,7.0
1980,0,15,41.0
1981,1,15,5.0
1981,0,15,26.0
1982,1,15,5.0
1982,0,15,30.0
1983,1,15,4.0
1983,0,15,33.0
1984,1,15,4.0
1984,0,15,24.0
1985,1,15,3.0
1985,0,15,28.0
1986,1,15,3.0
1986,0,15,18.0
1987,1,15,5.0
1987,0,15,25.0
1988,1,15,4.0
1988,0,15,32.0
1989,1,15,3.0
1989,0,15,22.0
1990,1,15,5.0
1990,0,15,34.0
1991,1,15,2.0
1991,0,15,39.0
1992,1,15,5.0
1992,0,15,31.0
1993,1,15,6.0
1993,0,15,33.0
1994,1,15,5.0
1994,0,15,35.0
1995,1,15,4.0
1995,0,15,38.0
1996,1,15,8.0
1996,0,15,35.0
1997,1,15,1.0
1997,0,15,37.0
1998,1,15,8.0
1998,0,15,42.0
1999,1,15,2.0
1999,0,15,22.0
2000,1,15,2.0
2000,0,15,32.0
2001,1,15,4.0
2001,0,15,38.0
2002,1,15,2.0
2002,0,15,16.0
2003,1,15,5.0
2003,0,15,34.0
2004,1,15,1.0
2004,0,15,25.0
2005,1,15,3.0
2005,0,15,29.0
2006,1,15,4.0
2006,0,15,38.0
2007,1,15,6.0
2007,0,15,16.0
2008,1,15,5.0
2008,0,15,21.0
2009,1,15,3.0
2009,0,15,25.0
2010,1,15,4.0
2010,0,15,18.0
2011,1,15,3.0
2011,0,15,16.0
2012,1,15,2.0
2012,0,15,30.0
2013,1,15,2.0
2013,0,15,19.0
2014,1,15,2.0
2014,0,15,20.0
2015,1,15,2.0
2015,0,15,9.0
1995,1,15,0.0
1995,0,15,0.0
2001,1,15,0.0
2001,0,15,2.0
2004,1,15,0.0
2004,0,15,2.0
2005,1,15,0.0
2005,0,15,7.0
2006,1,15,2.0
2006,0,15,2.0
2007,1,15,1.0
2007,0,15,6.0
2008,1,15,0.0
2008,0,15,1.0
2009,1,15,2.0
2009,0,15,8.0
2010,1,15,0.0
2010,0,15,8.0
2011,1,15,2.0
2011,0,15,9.0
2012,1,15,0.0
2012,0,15,7.0
2013,1,15,0.0
2013,0,15,8.0
2014,1,15,1.0
2014,0,15,12.0
2015,1,15,2.0
2015,0,15,13.0
2016,1,15,0.0
2016,0,15,13.0
1985,1,15,296.0
1985,0,15,678.0
1986,1,15,237.0
1986,0,15,616.0
1987,1,15,221.0
1987,0,15,493.0
1988,1,15,212.0
1988,0,15,513.0
1989,1,15,207.0
1989,0,15,464.0
1990,1,15,232.0
1990,0,15,480.0
1991,1,15,201.0
1991,0,15,451.0
1992,1,15,222.0
1992,0,15,480.0
1993,1,15,253.0
1993,0,15,522.0
1994,1,15,243.0
1994,0,15,479.0
1995,1,15,301.0
1995,0,15,501.0
1996,1,15,367.0
1996,0,15,619.0
1997,1,15,321.0
1997,0,15,528.0
1998,1,15,371.0
1998,0,15,629.0
1999,1,15,306.0
1999,0,15,496.0
2000,1,15,265.0
2000,0,15,408.0
2001,1,15,228.0
2001,0,15,356.0
2002,1,15,254.0
2002,0,15,374.0
2003,1,15,316.0
2003,0,15,495.0
2004,1,15,277.0
2004,0,15,423.0
2005,1,15,421.0
2005,0,15,426.0
2006,1,15,285.0
2006,0,15,342.0
2007,1,15,467.0
2007,0,15,410.0
2008,1,15,410.0
2008,0,15,481.0
2009,1,15,460.0
2009,0,15,549.0
2010,1,15,372.0
2010,0,15,493.0
2011,1,15,347.0
2011,0,15,528.0
2012,1,15,299.0
2012,0,15,475.0
2013,1,15,283.0
2013,0,15,473.0
2014,1,15,257.0
2014,0,15,453.0
2015,1,15,256.0
2015,0,15,421.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,26.0
1981,0,15,48.0
1982,1,15,15.0
1982,0,15,65.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,18.0
1985,0,15,47.0
1986,1,15,27.0
1986,0,15,44.0
1987,1,15,24.0
1987,0,15,39.0
1988,1,15,17.0
1988,0,15,34.0
1989,1,15,20.0
1989,0,15,63.0
1990,1,15,16.0
1990,0,15,42.0
1991,1,15,19.0
1991,0,15,44.0
1992,1,15,18.0
1992,0,15,40.0
1993,1,15,11.0
1993,0,15,57.0
1994,1,15,19.0
1994,0,15,60.0
1995,1,15,14.0
1995,0,15,41.0
1996,1,15,9.0
1996,0,15,55.0
1997,1,15,7.0
1997,0,15,47.0
1998,1,15,9.0
1998,0,15,31.0
1999,1,15,12.0
1999,0,15,38.0
2000,1,15,8.0
2000,0,15,38.0
2001,1,15,11.0
2001,0,15,54.0
2002,1,15,2.0
2002,0,15,42.0
2003,1,15,3.0
2003,0,15,38.0
2004,1,15,10.0
2004,0,15,54.0
2005,1,15,8.0
2005,0,15,49.0
2006,1,15,7.0
2006,0,15,36.0
2007,1,15,8.0
2007,0,15,39.0
2008,1,15,9.0
2008,0,15,52.0
2009,1,15,12.0
2009,0,15,53.0
2010,1,15,14.0
2010,0,15,49.0
2011,1,15,4.0
2011,0,15,57.0
2012,1,15,15.0
2012,0,15,52.0
2013,1,15,8.0
2013,0,15,39.0
2014,1,15,7.0
2014,0,15,36.0
2015,1,15,11.0
2015,0,15,28.0
2016,1,15,8.0
2016,0,15,45.0
2001,1,15,5.0
2001,0,15,9.0
2002,1,15,3.0
2002,0,15,7.0
2003,1,15,4.0
2003,0,15,11.0
2004,1,15,2.0
2004,0,15,6.0
2005,1,15,1.0
2005,0,15,8.0
2006,1,15,1.0
2006,0,15,11.0
2007,1,15,1.0
2007,0,15,8.0
2008,1,15,4.0
2008,0,15,9.0
2009,1,15,2.0
2009,0,15,10.0
2010,1,15,4.0
2010,0,15,9.0
2011,1,15,2.0
2011,0,15,6.0
2012,1,15,2.0
2012,0,15,10.0
2013,1,15,2.0
2013,0,15,7.0
2014,1,15,2.0
2014,0,15,5.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,1.0
2002,0,15,1.0
2004,1,15,0.0
2004,0,15,0.0
2005,1,15,1.0
2005,0,15,0.0
2006,1,15,1.0
2006,0,15,1.0
2007,1,15,0.0
2007,0,15,0.0
2008,1,15,0.0
2008,0,15,0.0
2009,1,15,0.0
2009,0,15,0.0
2010,1,15,0.0
2010,0,15,0.0
2011,1,15,0.0
2011,0,15,1.0
2012,1,15,0.0
2012,0,15,0.0
2013,1,15,0.0
2013,0,15,0.0
2014,1,15,0.0
2014,0,15,1.0
2015,1,15,1.0
2015,0,15,0.0
2016,1,15,0.0
2016,0,15,1.0
1979,1,15,142.0
1979,0,15,142.0
1980,1,15,142.0
1980,0,15,142.0
1981,1,15,142.0
1981,0,15,142.0
1982,1,15,142.0
1982,0,15,142.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,142.0
1986,0,15,142.0
1987,1,15,142.0
1987,0,15,142.0
1988,1,15,142.0
1988,0,15,142.0
1989,1,15,75.0
1989,0,15,197.0
1990,1,15,69.0
1990,0,15,177.0
1991,1,15,52.0
1991,0,15,152.0
1992,1,15,65.0
1992,0,15,235.0
1993,1,15,57.0
1993,0,15,197.0
1994,1,15,57.0
1994,0,15,222.0
1995,1,15,49.0
1995,0,15,223.0
1996,1,15,37.0
1996,0,15,234.0
1997,1,15,48.0
1997,0,15,207.0
1998,1,15,54.0
1998,0,15,176.0
1999,1,15,47.0
1999,0,15,195.0
2000,1,15,32.0
2000,0,15,188.0
2001,1,15,31.0
2001,0,15,185.0
2002,1,15,38.0
2002,0,15,198.0
2003,1,15,45.0
2003,0,15,157.0
2004,1,15,33.0
2004,0,15,166.0
2005,1,15,28.0
2005,0,15,153.0
2006,1,15,33.0
2006,0,15,151.0
2007,1,15,24.0
2007,0,15,136.0
2008,1,15,30.0
2008,0,15,174.0
2009,1,15,39.0
2009,0,15,163.0
2010,1,15,38.0
2010,0,15,177.0
2011,1,15,30.0
2011,0,15,186.0
2012,1,15,27.0
2012,0,15,156.0
2013,1,15,22.0
2013,0,15,134.0
2014,1,15,14.0
2014,0,15,125.0
2015,1,15,15.0
2015,0,15,123.0
2016,1,15,14.0
2016,0,15,91.0
1980,1,15,869.0
1980,0,15,4907.0
1981,1,15,762.0
1981,0,15,4521.0
1982,1,15,723.0
1982,0,15,4650.0
1983,1,15,142.0
1983,0,15,142.0
1984,1,15,142.0
1984,0,15,142.0
1985,1,15,585.0
1985,0,15,3533.0
1986,1,15,517.0
1986,0,15,2524.0
1987,1,15,479.0
1987,0,15,2315.0
1988,1,15,615.0
1988,0,15,2427.0
1989,1,15,628.0
1989,0,15,2581.0
1990,1,15,641.0
1990,0,15,2874.0
1991,1,15,642.0
1991,0,15,2984.0
1992,1,15,704.0
1992,0,15,3447.0
1993,1,15,785.0
1993,0,15,4347.0
1994,1,15,915.0
1994,0,15,5177.0
1995,1,15,1003.0
1995,0,15,5733.0
1996,1,15,904.0
1996,0,15,5784.0
1997,1,15,945.0
1997,0,15,5780.0
1998,1,15,927.0
1998,0,15,5729.0
1999,1,15,1080.0
1999,0,15,6120.0
2000,1,15,1015.0
2000,0,15,6578.0
2001,1,15,1065.0
2001,0,15,6945.0
2002,1,15,1054.0
2002,0,15,6667.0
2003,1,15,969.0
2003,0,15,6134.0
2004,1,15,992.0
2004,0,15,5891.0
2005,1,15,904.0
2005,0,15,5750.0
2006,1,15,869.0
2006,0,15,5319.0
2007,1,15,949.0
2007,0,15,5257.0
2008,1,15,916.0
2008,0,15,4863.0
2009,1,15,839.0
2009,0,15,4632.0
2010,1,15,763.0
2010,0,15,3934.0
2011,1,15,740.0
2011,0,15,3569.0
2012,1,15,627.0
2012,0,15,3275.0
2013,1,15,511.0
2013,0,15,2770.0
2014,1,15,467.0
2014,0,15,2311.0
2015,1,15,378.0
2015,0,15,1928.0
1985,1,15,142.0
1985,0,15,142.0
1986,1,15,0.0
1986,0,15,0.0
1987,1,15,0.0
1987,0,15,0.0
1988,1,15,0.0
1988,0,15,0.0
1989,1,15,0.0
1989,0,15,0.0
1990,1,15,0.0
1990,0,15,0.0
1991,1,15,0.0
1991,0,15,0.0
1992,1,15,0.0
1992,0,15,0.0
1993,1,15,0.0
1993,0,15,0.0
1994,1,15,0.0
1994,0,15,0.0
1995,1,15,0.0
1995,0,15,0.0
1996,1,15,0.0
1996,0,15,1.0
1997,1,15,0.0
1997,0,15,0.0
1998,1,15,0.0
1998,0,15,0.0
1999,1,15,1.0
1999,0,15,0.0
2000,1,15,0.0
2000,0,15,0.0
2001,1,15,0.0
2001,0,15,0.0
2002,1,15,0.0
2002,0,15,1.0
2003,1,15,0.0
2003,0,15,0.0
