year,sex,age,suicides_no
1982,1,55,0.0
1982,0,55,0.0
1983,1,55,0.0
1983,0,55,0.0
2001,1,55,1.0
2001,0,55,4.0
2002,1,55,0.0
2002,0,55,5.0
2003,1,55,0.0
2003,0,55,2.0
2004,1,55,1.0
2004,0,55,5.0
2005,1,55,0.0
2005,0,55,1.0
2006,1,55,1.0
2006,0,55,0.0
2007,1,55,0.0
2007,0,55,3.0
2008,1,55,1.0
2008,0,55,2.0
2009,1,55,1.0
2009,0,55,3.0
2011,1,55,2.0
2011,0,55,3.0
2012,1,55,2.0
2012,0,55,2.0
1979,1,55,283.0
1979,0,55,283.0
1980,1,55,283.0
1980,0,55,283.0
1981,1,55,283.0
1981,0,55,283.0
1982,1,55,283.0
1982,0,55,283.0
1983,1,55,283.0
1983,0,55,283.0
1984,1,55,283.0
1984,0,55,283.0
1985,1,55,283.0
1985,0,55,283.0
1986,1,55,283.0
1986,0,55,283.0
1987,1,55,99.0
1987,0,55,225.0
1988,1,55,89.0
1988,0,55,218.0
1989,1,55,86.0
1989,0,55,231.0
1990,1,55,92.0
1990,0,55,210.0
1991,1,55,82.0
1991,0,55,235.0
1992,1,55,71.0
1992,0,55,211.0
1993,1,55,80.0
1993,0,55,208.0
1994,1,55,68.0
1994,0,55,199.0
1995,1,55,76.0
1995,0,55,226.0
1996,1,55,76.0
1996,0,55,186.0
1997,1,55,65.0
1997,0,55,204.0
1998,1,55,77.0
1998,0,55,212.0
1999,1,55,68.0
1999,0,55,204.0
2000,1,55,84.0
2000,0,55,166.0
2001,1,55,72.0
2001,0,55,207.0
2002,1,55,75.0
2002,0,55,204.0
2003,1,55,72.0
2003,0,55,176.0
2004,1,55,54.0
2004,0,55,220.0
2005,1,55,74.0
2005,0,55,194.0
2006,1,55,78.0
2006,0,55,225.0
2007,1,55,83.0
2007,0,55,203.0
2008,1,55,68.0
2008,0,55,225.0
2009,1,55,84.0
2009,0,55,201.0
2010,1,55,69.0
2010,0,55,200.0
2011,1,55,73.0
2011,0,55,191.0
2012,1,55,87.0
2012,0,55,195.0
2013,1,55,69.0
2013,0,55,216.0
2014,1,55,59.0
2014,0,55,157.0
2015,1,55,55.0
2015,0,55,159.0
1979,1,55,1048.0
1979,0,55,2082.0
1980,1,55,1006.0
1980,0,55,2045.0
1981,1,55,1016.0
1981,0,55,2137.0
1982,1,55,1086.0
1982,0,55,2202.0
1983,1,55,1171.0
1983,0,55,2347.0
1984,1,55,1102.0
1984,0,55,2331.0
1985,1,55,1218.0
1985,0,55,2363.0
1986,1,55,1203.0
1986,0,55,2382.0
1987,1,55,1122.0
1987,0,55,2198.0
1988,1,55,1063.0
1988,0,55,2012.0
1989,1,55,1063.0
1989,0,55,2066.0
1990,1,55,1002.0
1990,0,55,1986.0
1991,1,55,1041.0
1991,0,55,2048.0
1992,1,55,981.0
1992,0,55,2077.0
1993,1,55,983.0
1993,0,55,2100.0
1994,1,55,964.0
1994,0,55,2194.0
1995,1,55,1002.0
1995,0,55,2067.0
1996,1,55,898.0
1996,0,55,1905.0
1997,1,55,850.0
1997,0,55,1830.0
1998,1,55,789.0
1998,0,55,1822.0
1999,1,55,818.0
1999,0,55,1744.0
2000,1,55,819.0
2000,0,55,1820.0
2001,1,55,793.0
2001,0,55,1755.0
2002,1,55,825.0
2002,0,55,1817.0
2003,1,55,785.0
2003,0,55,1816.0
2004,1,55,819.0
2004,0,55,1800.0
2005,1,55,875.0
2005,0,55,1905.0
2006,1,55,862.0
2006,0,55,1875.0
2007,1,55,832.0
2007,0,55,1776.0
2008,1,55,843.0
2008,0,55,1952.0
2009,1,55,883.0
2009,0,55,2033.0
2010,1,55,889.0
2010,0,55,1956.0
2011,1,55,846.0
2011,0,55,2048.0
2012,1,55,767.0
2012,0,55,1939.0
2013,1,55,816.0
2013,0,55,2003.0
2014,1,55,744.0
2014,0,55,1825.0
1979,1,55,1.0
1979,0,55,1.0
1982,1,55,283.0
1982,0,55,283.0
1984,1,55,283.0
1984,0,55,283.0
2001,1,55,0.0
2001,0,55,0.0
2002,1,55,0.0
2002,0,55,1.0
2003,1,55,0.0
2003,0,55,2.0
2004,1,55,0.0
2004,0,55,2.0
2005,1,55,1.0
2005,0,55,1.0
2006,1,55,0.0
2006,0,55,2.0
2007,1,55,0.0
2007,0,55,1.0
2008,1,55,0.0
2008,0,55,2.0
2009,1,55,0.0
2009,0,55,0.0
2010,1,55,0.0
2010,0,55,0.0
2011,1,55,1.0
2011,0,55,3.0
2012,1,55,0.0
2012,0,55,3.0
2013,1,55,0.0
2013,0,55,2.0
2014,1,55,0.0
2014,0,55,0.0
1981,1,55,26.0
1981,0,55,54.0
1982,1,55,26.0
1982,0,55,51.0
1983,1,55,283.0
1983,0,55,283.0
1985,1,55,27.0
1985,0,55,41.0
1986,1,55,21.0
1986,0,55,42.0
1987,1,55,23.0
1987,0,55,39.0
1988,1,55,35.0
1988,0,55,37.0
1989,1,55,34.0
1989,0,55,46.0
1990,1,55,18.0
1990,0,55,36.0
1991,1,55,19.0
1991,0,55,44.0
1992,1,55,17.0
1992,0,55,51.0
1993,1,55,283.0
1993,0,55,283.0
1994,1,55,13.0
1994,0,55,38.0
1995,1,55,14.0
1995,0,55,35.0
1996,1,55,14.0
1996,0,55,40.0
1997,1,55,12.0
1997,0,55,49.0
1998,1,55,8.0
1998,0,55,39.0
1999,1,55,16.0
1999,0,55,52.0
2000,1,55,13.0
2000,0,55,39.0
2001,1,55,12.0
2001,0,55,27.0
2002,1,55,283.0
2002,0,55,283.0
2003,1,55,283.0
2003,0,55,283.0
2004,1,55,7.0
2004,0,55,28.0
2005,1,55,4.0
2005,0,55,15.0
2006,1,55,5.0
2006,0,55,16.0
2007,1,55,6.0
2007,0,55,24.0
2008,1,55,283.0
2008,0,55,283.0
2009,1,55,15.0
2009,0,55,36.0
2010,1,55,6.0
2010,0,55,32.0
2011,1,55,4.0
2011,0,55,23.0
2012,1,55,3.0
2012,0,55,23.0
2013,1,55,8.0
2013,0,55,33.0
2014,1,55,18.0
2014,0,55,58.0
2015,1,55,13.0
2015,0,55,34.0
1990,1,55,1417.0
1990,0,55,2406.0
1991,1,55,1400.0
1991,0,55,2445.0
1992,1,55,1375.0
1992,0,55,2405.0
1993,1,55,1296.0
1993,0,55,2485.0
1994,1,55,1261.0
1994,0,55,2527.0
1995,1,55,1266.0
1995,0,55,2597.0
1996,1,55,1249.0
1996,0,55,2463.0
1997,1,55,1175.0
1997,0,55,2550.0
1998,1,55,1048.0
1998,0,55,2542.0
1999,1,55,1045.0
1999,0,55,2421.0
2000,1,55,1020.0
2000,0,55,2528.0
2001,1,55,983.0
2001,0,55,2415.0
2002,1,55,1013.0
2002,0,55,2354.0
2003,1,55,925.0
2003,0,55,2416.0
2004,1,55,906.0
2004,0,55,2413.0
2005,1,55,939.0
2005,0,55,2269.0
2006,1,55,826.0
2006,0,55,2314.0
2007,1,55,796.0
2007,0,55,2213.0
2008,1,55,768.0
2008,0,55,2199.0
2009,1,55,789.0
2009,0,55,2277.0
2010,1,55,851.0
2010,0,55,2358.0
2011,1,55,802.0
2011,0,55,2538.0
2012,1,55,873.0
2012,0,55,2302.0
2013,1,55,875.0
2013,0,55,2379.0
2014,1,55,855.0
2014,0,55,2410.0
2015,1,55,908.0
2015,0,55,2304.0
1979,1,55,26.0
1979,0,55,62.0
1980,1,55,33.0
1980,0,55,60.0
1981,1,55,29.0
1981,0,55,66.0
1982,1,55,32.0
1982,0,55,88.0
1983,1,55,30.0
1983,0,55,75.0
1984,1,55,33.0
1984,0,55,87.0
1985,1,55,47.0
1985,0,55,85.0
1986,1,55,33.0
1986,0,55,86.0
1987,1,55,43.0
1987,0,55,78.0
1988,1,55,50.0
1988,0,55,83.0
1989,1,55,40.0
1989,0,55,70.0
1990,1,55,25.0
1990,0,55,68.0
1991,1,55,26.0
1991,0,55,95.0
1992,1,55,28.0
1992,0,55,90.0
1993,1,55,37.0
1993,0,55,95.0
1994,1,55,33.0
1994,0,55,88.0
1995,1,55,26.0
1995,0,55,75.0
1996,1,55,19.0
1996,0,55,92.0
1997,1,55,19.0
1997,0,55,72.0
1998,1,55,37.0
1998,0,55,105.0
1999,1,55,28.0
1999,0,55,83.0
2000,1,55,23.0
2000,0,55,81.0
2001,1,55,11.0
2001,0,55,84.0
2002,1,55,23.0
2002,0,55,87.0
2003,1,55,20.0
2003,0,55,85.0
2004,1,55,27.0
2004,0,55,75.0
2005,1,55,17.0
2005,0,55,90.0
2006,1,55,17.0
2006,0,55,83.0
2007,1,55,12.0
2007,0,55,75.0
2008,1,55,14.0
2008,0,55,71.0
2009,1,55,16.0
2009,0,55,81.0
2010,1,55,11.0
2010,0,55,85.0
2011,1,55,16.0
2011,0,55,110.0
2012,1,55,26.0
2012,0,55,117.0
2013,1,55,34.0
2013,0,55,141.0
2014,1,55,34.0
2014,0,55,143.0
2015,1,55,39.0
2015,0,55,139.0
1985,1,55,0.0
1985,0,55,1.0
1988,1,55,0.0
1988,0,55,0.0
1989,1,55,0.0
1989,0,55,1.0
1990,1,55,0.0
1990,0,55,0.0
1991,1,55,0.0
1991,0,55,0.0
1992,1,55,0.0
1992,0,55,0.0
1993,1,55,0.0
1993,0,55,0.0
1994,1,55,0.0
1994,0,55,1.0
1995,1,55,0.0
1995,0,55,0.0
1996,1,55,0.0
1996,0,55,0.0
2001,1,55,0.0
2001,0,55,0.0
2002,1,55,0.0
2002,0,55,0.0
2003,1,55,0.0
2003,0,55,2.0
2004,1,55,0.0
2004,0,55,0.0
2005,1,55,0.0
2005,0,55,2.0
2006,1,55,0.0
2006,0,55,0.0
2007,1,55,0.0
2007,0,55,1.0
2008,1,55,0.0
2008,0,55,0.0
2009,1,55,0.0
2009,0,55,0.0
2010,1,55,0.0
2010,0,55,0.0
2011,1,55,0.0
2011,0,55,1.0
2012,1,55,0.0
2012,0,55,0.0
2013,1,55,0.0
2013,0,55,0.0
2014,1,55,0.0
2014,0,55,0.0
2015,1,55,0.0
2015,0,55,0.0
2016,1,55,0.0
2016,0,55,0.0
1981,1,55,1.0
1981,0,55,7.0
1982,1,55,283.0
1982,0,55,283.0
2000,1,55,1.0
2000,0,55,4.0
2001,1,55,2.0
2001,0,55,7.0
2002,1,55,0.0
2002,0,55,5.0
2003,1,55,2.0
2003,0,55,4.0
2004,1,55,1.0
2004,0,55,10.0
2005,1,55,7.0
2005,0,55,4.0
2006,1,55,1.0
2006,0,55,4.0
2007,1,55,3.0
2007,0,55,5.0
2008,1,55,0.0
2008,0,55,8.0
2009,1,55,2.0
2009,0,55,8.0
2010,1,55,2.0
2010,0,55,9.0
2011,1,55,0.0
2011,0,55,5.0
2012,1,55,5.0
2012,0,55,7.0
2013,1,55,0.0
2013,0,55,13.0
2014,1,55,1.0
2014,0,55,9.0
1979,1,55,0.0
1979,0,55,2.0
1980,1,55,2.0
1980,0,55,7.0
1981,1,55,0.0
1981,0,55,7.0
1984,1,55,4.0
1984,0,55,12.0
1986,1,55,0.0
1986,0,55,19.0
1987,1,55,3.0
1987,0,55,16.0
1988,1,55,1.0
1988,0,55,10.0
1989,1,55,0.0
1989,0,55,18.0
1990,1,55,1.0
1990,0,55,9.0
1991,1,55,4.0
1991,0,55,11.0
1992,1,55,3.0
1992,0,55,13.0
1993,1,55,4.0
1993,0,55,14.0
1994,1,55,3.0
1994,0,55,10.0
1995,1,55,2.0
1995,0,55,13.0
1996,1,55,2.0
1996,0,55,17.0
1997,1,55,2.0
1997,0,55,13.0
1998,1,55,2.0
1998,0,55,14.0
1999,1,55,2.0
1999,0,55,14.0
2000,1,55,2.0
2000,0,55,21.0
2001,1,55,3.0
2001,0,55,17.0
2002,1,55,8.0
2002,0,55,26.0
2003,1,55,4.0
2003,0,55,17.0
2004,1,55,3.0
2004,0,55,18.0
2005,1,55,1.0
2005,0,55,17.0
2006,1,55,3.0
2006,0,55,23.0
2007,1,55,3.0
2007,0,55,26.0
2008,1,55,1.0
2008,0,55,39.0
2009,1,55,3.0
2009,0,55,38.0
2010,1,55,3.0
2010,0,55,23.0
2011,1,55,5.0
2011,0,55,23.0
2012,1,55,5.0
2012,0,55,34.0
2013,1,55,3.0
2013,0,55,31.0
2014,1,55,8.0
2014,0,55,39.0
2015,1,55,6.0
2015,0,55,32.0
1979,1,55,0.0
1979,0,55,0.0
1984,1,55,0.0
1984,0,55,0.0
1988,1,55,1.0
1988,0,55,3.0
1989,1,55,3.0
1989,0,55,8.0
1990,1,55,3.0
1990,0,55,7.0
1991,1,55,2.0
1991,0,55,4.0
1992,1,55,1.0
1992,0,55,10.0
1993,1,55,1.0
1993,0,55,4.0
1994,1,55,3.0
1994,0,55,4.0
1995,1,55,1.0
1995,0,55,7.0
1996,1,55,3.0
1996,0,55,5.0
1997,1,55,0.0
1997,0,55,3.0
1998,1,55,0.0
1998,0,55,6.0
1999,1,55,3.0
1999,0,55,7.0
2001,1,55,3.0
2001,0,55,21.0
2002,1,55,2.0
2002,0,55,15.0
2003,1,55,3.0
2003,0,55,17.0
2004,1,55,3.0
2004,0,55,15.0
2005,1,55,2.0
2005,0,55,19.0
2006,1,55,3.0
2006,0,55,18.0
2007,1,55,4.0
2007,0,55,11.0
2008,1,55,7.0
2008,0,55,18.0
2009,1,55,4.0
2009,0,55,15.0
2010,1,55,4.0
2010,0,55,12.0
2011,1,55,3.0
2011,0,55,19.0
2012,1,55,5.0
2012,0,55,21.0
2013,1,55,4.0
2013,0,55,23.0
1980,1,55,0.0
1980,0,55,0.0
1997,1,55,0.0
1997,0,55,0.0
1999,1,55,1.0
1999,0,55,1.0
2001,1,55,0.0
2001,0,55,5.0
2002,1,55,0.0
2002,0,55,1.0
2003,1,55,0.0
2003,0,55,0.0
2004,1,55,0.0
2004,0,55,0.0
1987,1,55,1.0
1987,0,55,9.0
1988,1,55,1.0
1988,0,55,4.0
1989,1,55,2.0
1989,0,55,8.0
1990,1,55,2.0
1990,0,55,12.0
2008,1,55,0.0
2008,0,55,4.0
2009,1,55,0.0
2009,0,55,6.0
2010,1,55,2.0
2010,0,55,7.0
2011,1,55,1.0
2011,0,55,5.0
2012,1,55,1.0
2012,0,55,9.0
2013,1,55,1.0
2013,0,55,7.0
1979,1,55,77.0
1979,0,55,111.0
1980,1,55,96.0
1980,0,55,111.0
1981,1,55,49.0
1981,0,55,85.0
1982,1,55,47.0
1982,0,55,73.0
1983,1,55,59.0
1983,0,55,102.0
1984,1,55,63.0
1984,0,55,73.0
1985,1,55,91.0
1985,0,55,132.0
1986,1,55,75.0
1986,0,55,118.0
1987,1,55,68.0
1987,0,55,118.0
1988,1,55,82.0
1988,0,55,102.0
1989,1,55,76.0
1989,0,55,119.0
1990,1,55,74.0
1990,0,55,111.0
1991,1,55,80.0
1991,0,55,126.0
1992,1,55,89.0
1992,0,55,133.0
1993,1,55,69.0
1993,0,55,104.0
1994,1,55,95.0
1994,0,55,121.0
1995,1,55,80.0
1995,0,55,133.0
1996,1,55,72.0
1996,0,55,107.0
1997,1,55,83.0
1997,0,55,114.0
1998,1,55,63.0
1998,0,55,125.0
1999,1,55,70.0
1999,0,55,129.0
2000,1,55,80.0
2000,0,55,110.0
2001,1,55,73.0
2001,0,55,129.0
2002,1,55,60.0
2002,0,55,133.0
2003,1,55,88.0
2003,0,55,163.0
2004,1,55,98.0
2004,0,55,197.0
2005,1,55,86.0
2005,0,55,166.0
2006,1,55,101.0
2006,0,55,148.0
2007,1,55,70.0
2007,0,55,135.0
2008,1,55,81.0
2008,0,55,140.0
2009,1,55,79.0
2009,0,55,181.0
2010,1,55,84.0
2010,0,55,166.0
2011,1,55,76.0
2011,0,55,134.0
2012,1,55,71.0
2012,0,55,130.0
2013,1,55,90.0
2013,0,55,185.0
2014,1,55,91.0
2014,0,55,160.0
2015,1,55,105.0
2015,0,55,192.0
1979,1,55,568.0
1979,0,55,984.0
1980,1,55,537.0
1980,0,55,943.0
1981,1,55,603.0
1981,0,55,956.0
1982,1,55,602.0
1982,0,55,936.0
1983,1,55,530.0
1983,0,55,1009.0
1984,1,55,508.0
1984,0,55,970.0
1985,1,55,466.0
1985,0,55,889.0
1986,1,55,472.0
1986,0,55,931.0
1987,1,55,517.0
1987,0,55,927.0
1988,1,55,462.0
1988,0,55,785.0
1989,1,55,408.0
1989,0,55,813.0
1990,1,55,365.0
1990,0,55,807.0
1991,1,55,382.0
1991,0,55,751.0
1992,1,55,384.0
1992,0,55,766.0
1993,1,55,354.0
1993,0,55,736.0
1994,1,55,272.0
1994,0,55,765.0
1995,1,55,320.0
1995,0,55,668.0
1996,1,55,332.0
1996,0,55,718.0
1997,1,55,303.0
1997,0,55,657.0
1998,1,55,241.0
1998,0,55,620.0
1999,1,55,267.0
1999,0,55,662.0
2000,1,55,272.0
2000,0,55,659.0
2001,1,55,228.0
2001,0,55,579.0
2002,1,55,181.0
2002,0,55,582.0
2003,1,55,214.0
2003,0,55,645.0
2004,1,55,198.0
2004,0,55,543.0
2005,1,55,203.0
2005,0,55,545.0
2006,1,55,187.0
2006,0,55,550.0
2007,1,55,199.0
2007,0,55,567.0
2008,1,55,187.0
2008,0,55,590.0
2009,1,55,212.0
2009,0,55,612.0
2010,1,55,210.0
2010,0,55,671.0
2011,1,55,229.0
2011,0,55,632.0
2012,1,55,219.0
2012,0,55,655.0
2013,1,55,200.0
2013,0,55,606.0
2014,1,55,183.0
2014,0,55,600.0
2015,1,55,181.0
2015,0,55,496.0
2016,1,55,161.0
2016,0,55,495.0
1979,1,55,283.0
1979,0,55,283.0
1980,1,55,283.0
1980,0,55,283.0
1981,1,55,2.0
1981,0,55,1.0
1982,1,55,3.0
1982,0,55,2.0
1983,1,55,2.0
1983,0,55,11.0
1984,1,55,1.0
1984,0,55,9.0
1985,1,55,4.0
1985,0,55,5.0
1986,1,55,5.0
1986,0,55,4.0
1987,1,55,10.0
1987,0,55,5.0
1988,1,55,1.0
1988,0,55,7.0
1989,1,55,4.0
1989,0,55,2.0
1990,1,55,0.0
1990,0,55,8.0
1991,1,55,3.0
1991,0,55,5.0
1992,1,55,2.0
1992,0,55,4.0
1993,1,55,2.0
1993,0,55,4.0
1994,1,55,1.0
1994,0,55,4.0
1995,1,55,1.0
1995,0,55,5.0
1996,1,55,1.0
1996,0,55,4.0
1997,1,55,1.0
1997,0,55,8.0
1998,1,55,0.0
1998,0,55,4.0
1999,1,55,2.0
1999,0,55,1.0
2000,1,55,3.0
2000,0,55,6.0
2001,1,55,1.0
2001,0,55,4.0
2002,1,55,2.0
2002,0,55,6.0
2003,1,55,4.0
2003,0,55,6.0
2004,1,55,2.0
2004,0,55,4.0
2005,1,55,3.0
2005,0,55,5.0
2006,1,55,3.0
2006,0,55,4.0
2007,1,55,2.0
2007,0,55,2.0
2008,1,55,5.0
2008,0,55,7.0
2009,1,55,1.0
2009,0,55,10.0
2010,1,55,3.0
2010,0,55,7.0
2011,1,55,2.0
2011,0,55,6.0
2012,1,55,4.0
2012,0,55,6.0
2013,1,55,3.0
2013,0,55,6.0
2014,1,55,2.0
2014,0,55,8.0
2015,1,55,6.0
2015,0,55,5.0
2016,1,55,2.0
2016,0,55,10.0
2013,1,55,61.0
2013,0,55,114.0
2014,1,55,42.0
2014,0,55,155.0
2015,1,55,40.0
2015,0,55,134.0
2008,1,55,0.0
2008,0,55,0.0
1979,1,55,13.0
1979,0,55,47.0
1980,1,55,22.0
1980,0,55,36.0
1981,1,55,18.0
1981,0,55,34.0
1982,1,55,24.0
1982,0,55,46.0
1983,1,55,29.0
1983,0,55,51.0
1984,1,55,21.0
1984,0,55,51.0
1985,1,55,21.0
1985,0,55,65.0
1986,1,55,18.0
1986,0,55,62.0
1987,1,55,17.0
1987,0,55,58.0
1988,1,55,18.0
1988,0,55,47.0
1989,1,55,24.0
1989,0,55,42.0
1990,1,55,20.0
1990,0,55,58.0
1991,1,55,19.0
1991,0,55,53.0
1992,1,55,21.0
1992,0,55,60.0
1993,1,55,14.0
1993,0,55,56.0
1994,1,55,27.0
1994,0,55,44.0
1995,1,55,13.0
1995,0,55,48.0
1996,1,55,8.0
1996,0,55,44.0
1997,1,55,23.0
1997,0,55,49.0
1998,1,55,12.0
1998,0,55,55.0
1999,1,55,18.0
1999,0,55,58.0
2000,1,55,10.0
2000,0,55,51.0
2001,1,55,18.0
2001,0,55,66.0
2002,1,55,14.0
2002,0,55,62.0
2003,1,55,21.0
2003,0,55,57.0
2004,1,55,18.0
2004,0,55,60.0
2005,1,55,17.0
2005,0,55,59.0
2006,1,55,18.0
2006,0,55,61.0
2007,1,55,13.0
2007,0,55,61.0
2008,1,55,27.0
2008,0,55,66.0
2009,1,55,23.0
2009,0,55,74.0
2010,1,55,25.0
2010,0,55,66.0
2011,1,55,15.0
2011,0,55,78.0
2012,1,55,15.0
2012,0,55,89.0
2013,1,55,18.0
2013,0,55,102.0
2014,1,55,15.0
2014,0,55,81.0
1979,1,55,32.0
1979,0,55,42.0
1980,1,55,28.0
1980,0,55,35.0
1981,1,55,30.0
1981,0,55,42.0
1982,1,55,35.0
1982,0,55,36.0
1983,1,55,29.0
1983,0,55,51.0
1984,1,55,23.0
1984,0,55,36.0
1985,1,55,28.0
1985,0,55,48.0
1986,1,55,32.0
1986,0,55,56.0
1987,1,55,24.0
1987,0,55,57.0
1988,1,55,30.0
1988,0,55,51.0
1989,1,55,33.0
1989,0,55,71.0
1990,1,55,23.0
1990,0,55,52.0
1991,1,55,32.0
1991,0,55,60.0
1992,1,55,36.0
1992,0,55,77.0
1993,1,55,31.0
1993,0,55,64.0
1994,1,55,32.0
1994,0,55,56.0
1995,1,55,28.0
1995,0,55,63.0
1996,1,55,16.0
1996,0,55,50.0
1997,1,55,20.0
1997,0,55,55.0
1998,1,55,21.0
1998,0,55,55.0
1999,1,55,21.0
1999,0,55,43.0
2000,1,55,25.0
2000,0,55,36.0
2001,1,55,14.0
2001,0,55,56.0
2002,1,55,20.0
2002,0,55,45.0
2003,1,55,24.0
2003,0,55,70.0
2004,1,55,18.0
2004,0,55,65.0
2005,1,55,26.0
2005,0,55,52.0
2006,1,55,15.0
2006,0,55,61.0
2007,1,55,13.0
2007,0,55,50.0
2008,1,55,15.0
2008,0,55,62.0
2009,1,55,22.0
2009,0,55,77.0
2010,1,55,22.0
2010,0,55,93.0
2011,1,55,30.0
2011,0,55,80.0
2012,1,55,24.0
2012,0,55,93.0
2013,1,55,23.0
2013,0,55,71.0
2014,1,55,24.0
2014,0,55,54.0
2015,1,55,17.0
2015,0,55,65.0
2016,1,55,283.0
2016,0,55,283.0
1979,1,55,496.0
1979,0,55,990.0
1980,1,55,525.0
1980,0,55,1026.0
1981,1,55,498.0
1981,0,55,974.0
1982,1,55,536.0
1982,0,55,1054.0
1983,1,55,533.0
1983,0,55,1125.0
1984,1,55,542.0
1984,0,55,1166.0
1985,1,55,596.0
1985,0,55,1307.0
1986,1,55,582.0
1986,0,55,1164.0
1987,1,55,496.0
1987,0,55,1146.0
1988,1,55,512.0
1988,0,55,1073.0
1989,1,55,462.0
1989,0,55,1048.0
1990,1,55,452.0
1990,0,55,980.0
1991,1,55,466.0
1991,0,55,1074.0
1992,1,55,466.0
1992,0,55,1062.0
1993,1,55,471.0
1993,0,55,1104.0
1994,1,55,397.0
1994,0,55,1065.0
1995,1,55,445.0
1995,0,55,1078.0
1996,1,55,468.0
1996,0,55,1102.0
1997,1,55,407.0
1997,0,55,1185.0
1998,1,55,380.0
1998,0,55,1085.0
1999,1,55,366.0
1999,0,55,1009.0
2000,1,55,339.0
2000,0,55,893.0
2001,1,55,358.0
2001,0,55,916.0
2002,1,55,323.0
2002,0,55,945.0
2003,1,55,340.0
2003,0,55,904.0
2004,1,55,303.0
2004,0,55,907.0
2005,1,55,336.0
2005,0,55,871.0
2006,1,55,274.0
2006,0,55,868.0
2007,1,55,274.0
2007,0,55,885.0
2008,1,55,313.0
2008,0,55,917.0
2009,1,55,289.0
2009,0,55,938.0
2010,1,55,294.0
2010,0,55,944.0
2011,1,55,294.0
2011,0,55,1000.0
2012,1,55,317.0
2012,0,55,993.0
2013,1,55,333.0
2013,0,55,1039.0
2014,1,55,275.0
2014,0,55,947.0
2015,1,55,303.0
2015,0,55,934.0
1980,1,55,0.0
1980,0,55,0.0
1981,1,55,0.0
1981,0,55,0.0
1982,1,55,0.0
1982,0,55,1.0
1983,1,55,1.0
1983,0,55,1.0
1984,1,55,0.0
1984,0,55,1.0
1985,1,55,0.0
1985,0,55,0.0
1986,1,55,0.0
1986,0,55,0.0
1987,1,55,0.0
1987,0,55,4.0
1988,1,55,0.0
1988,0,55,0.0
1989,1,55,0.0
1989,0,55,0.0
1990,1,55,0.0
1990,0,55,0.0
1991,1,55,0.0
1991,0,55,1.0
2000,1,55,0.0
2000,0,55,0.0
2001,1,55,0.0
2001,0,55,2.0
2002,1,55,0.0
2002,0,55,0.0
2003,1,55,0.0
2003,0,55,0.0
2004,1,55,0.0
2004,0,55,1.0
2005,1,55,0.0
2005,0,55,7.0
2006,1,55,0.0
2006,0,55,0.0
2009,1,55,1.0
2009,0,55,6.0
2010,1,55,0.0
2010,0,55,0.0
2011,1,55,1.0
2011,0,55,11.0
1979,1,55,2369.0
1979,0,55,2519.0
1980,1,55,2384.0
1980,0,55,2679.0
1981,1,55,2318.0
1981,0,55,2816.0
1982,1,55,2273.0
1982,0,55,2778.0
1983,1,55,2511.0
1983,0,55,3690.0
1984,1,55,2556.0
1984,0,55,3819.0
1985,1,55,2543.0
1985,0,55,3763.0
1986,1,55,2877.0
1986,0,55,4171.0
1987,1,55,2938.0
1987,0,55,3988.0
1988,1,55,2853.0
1988,0,55,3851.0
1989,1,55,2786.0
1989,0,55,3676.0
1990,1,55,2607.0
1990,0,55,3654.0
1991,1,55,2561.0
1991,0,55,3779.0
1992,1,55,2555.0
1992,0,55,4155.0
1993,1,55,2418.0
1993,0,55,4185.0
1994,1,55,2314.0
1994,0,55,4256.0
1995,1,55,2426.0
1995,0,55,4429.0
1996,1,55,2513.0
1996,0,55,4870.0
1997,1,55,2570.0
1997,0,55,5435.0
1998,1,55,3292.0
1998,0,55,7981.0
1999,1,55,3146.0
1999,0,55,7971.0
2000,1,55,3032.0
2000,0,55,7988.0
2001,1,55,2870.0
2001,0,55,7690.0
2002,1,55,2919.0
2002,0,55,7956.0
2003,1,55,3100.0
2003,0,55,8409.0
2004,1,55,2941.0
2004,0,55,7895.0
2005,1,55,2786.0
2005,0,55,8005.0
2006,1,55,2866.0
2006,0,55,7921.0
2007,1,55,3108.0
2007,0,55,8184.0
2008,1,55,2885.0
2008,0,55,7894.0
2009,1,55,2820.0
2009,0,55,7983.0
2010,1,55,2879.0
2010,0,55,7466.0
2011,1,55,2883.0
2011,0,55,6858.0
2012,1,55,2636.0
2012,0,55,6134.0
2013,1,55,2604.0
2013,0,55,5908.0
2014,1,55,2512.0
2014,0,55,5477.0
2015,1,55,2292.0
2015,0,55,5241.0
2008,1,55,0.0
2008,0,55,0.0
2009,1,55,0.0
2009,0,55,2.0
2010,1,55,0.0
2010,0,55,1.0
2011,1,55,0.0
2011,0,55,1.0
2012,1,55,0.0
2012,0,55,2.0
1981,1,55,212.0
1981,0,55,313.0
1982,1,55,163.0
1982,0,55,355.0
1983,1,55,283.0
1983,0,55,283.0
1985,1,55,211.0
1985,0,55,425.0
1986,1,55,221.0
1986,0,55,324.0
1987,1,55,199.0
1987,0,55,331.0
1988,1,55,194.0
1988,0,55,355.0
1989,1,55,215.0
1989,0,55,378.0
1990,1,55,188.0
1990,0,55,356.0
1991,1,55,166.0
1991,0,55,354.0
1992,1,55,194.0
1992,0,55,390.0
1993,1,55,229.0
1993,0,55,545.0
1994,1,55,198.0
1994,0,55,599.0
1995,1,55,208.0
1995,0,55,737.0
